searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Rumex occidentalis,6391790,Rumex occidentalis,<i>Rumex</i> <i>occidentalis</i> (Michx.) S.Watson,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex occidentalis,6391790.0,100,EXACT,2,2,Rumex occidentalis,Rumex,Rumex,Rumex
Viola × populifolia,5331192,Viola populifolia,<i>Viola</i> × <i>populifolia</i> Greene,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola populifolia,5331192.0,100,EXACT,3,2,Viola populifolia,Viola,Viola,Viola
Crataegus × cogswellii,10744118,Crataegus cogswellii,<i>Crataegus</i> × <i>cogswellii</i> K.I.Chr. & T.A.Dickinson,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus cogswellii,10744118.0,100,EXACT,3,2,Crataegus cogswellii,Crataegus,Crataegus,Crataegus
Plantago major major,6665114,Plantago major major,"<i>Plantago</i> <i>major</i> subsp. <i>major</i> Linnaeus, 1753",SUBSPECIES,Plantaginaceae,2420.0,Plantago,3189695.0,Plantago major,3189767.0,85,EXACT,3,3,Plantago major major,Plantago,Plantago,Plantago
Acer negundo mexicanum,3768490,Acer negundo mexicanum,<i>Acer</i> <i>negundo</i> var. <i>mexicanum</i> (DC.) Kuntze,VARIETY,Sapindaceae,6657.0,Acer,3189834.0,Acer negundo,3189866.0,85,EXACT,3,3,Acer negundo mexicanum,Acer,Acer,Acer
Typha capensis,5289571,Typha capensis,<i>Typha</i> <i>capensis</i> (Rohrb.) N.E.Br.,SPECIES,Typhaceae,4246.0,Typha,2702102.0,Typha capensis,5289571.0,99,EXACT,2,2,Typha capensis,Typha,Typha,Typha
Rubus rosifolius,8234521,Rubus rosifolius,<i>Rubus</i> <i>rosifolius</i> Sm.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus rosifolius,8234521.0,99,EXACT,2,2,Rubus rosifolius,Rubus,Rubus,Rubus
Nuphar advena,6434985,Nuphar advena,<i>Nuphar</i> <i>advena</i> (Aiton) Aiton,SPECIES,Nymphaeaceae,2423.0,Nuphar,2882408.0,Nuphar advena,6434985.0,99,EXACT,2,2,Nuphar advena,Nuphar,Nuphar,Nuphar
Ceanothus parvifolius,3039311,Ceanothus parvifolius,<i>Ceanothus</i> <i>parvifolius</i> (S.Watson) Trel.,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus parvifolius,3039311.0,99,EXACT,2,2,Ceanothus parvifolius,Ceanothus,Ceanothus,Ceanothus
Pinus balfouriana,5285708,Pinus balfouriana,<i>Pinus</i> <i>balfouriana</i> Balf.,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus balfouriana,5285708.0,99,EXACT,2,2,Pinus balfouriana,Pinus,Pinus,Pinus
Rubus canadensis,2991408,Rubus canadensis,<i>Rubus</i> <i>canadensis</i> L.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus canadensis,2991408.0,99,EXACT,2,2,Rubus canadensis,Rubus,Rubus,Rubus
Cirsium arizonicum tenuisectum,4224645,Cirsium arizonicum tenuisectum,<i>Cirsium</i> <i>arizonicum</i> var. <i>tenuisectum</i> D.J.Keil,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium arizonicum,3112861.0,88,EXACT,3,3,Cirsium arizonicum tenuisectum,Cirsium,Cirsium,Cirsium
Allium macrum,2857410,Allium macrum,<i>Allium</i> <i>macrum</i> S.Watson,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium macrum,2857410.0,100,EXACT,2,2,Allium macrum,Allium,Allium,Allium
Cirsium inamoenum inamoenum,7222539,Cirsium inamoenum inamoenum,<i>Cirsium</i> <i>inamoenum</i> var. <i>inamoenum</i>,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium inamoenum,3113257.0,88,EXACT,3,3,Cirsium inamoenum inamoenum,Cirsium,Cirsium,Cirsium
Viola howellii,5331294,Viola howellii,<i>Viola</i> <i>howellii</i> A.Gray,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola howellii,5331294.0,100,EXACT,2,2,Viola howellii,Viola,Viola,Viola
Allium tolmiei tolmiei,7227620,Allium tolmiei tolmiei,<i>Allium</i> <i>tolmiei</i> var. <i>tolmiei</i>,VARIETY,Amaryllidaceae,7682.0,Allium,9624496.0,Allium tolmiei,2857235.0,88,EXACT,3,3,Allium tolmiei tolmiei,Allium,Allium,Allium
Juniperus communis charlottensis,2684758,Juniperus communis charlottensis,<i>Juniperus</i> <i>communis</i> var. <i>charlottensis</i> R.P.Adams,VARIETY,Cupressaceae,8144.0,Juniperus,2684359.0,Juniperus communis,2684709.0,88,EXACT,3,3,Juniperus communis charlottensis,Juniperus,Juniperus,Juniperus
Quercus × benderi,2879029,Quercus benderi,<i>Quercus</i> × <i>benderi</i> Baen.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus benderi,2879029.0,100,EXACT,3,2,Quercus benderi,Quercus,Quercus,Quercus
Betula alleghaniensis alleghaniensis,5709491,Betula alleghaniensis alleghaniensis,<i>Betula</i> <i>alleghaniensis</i> var. <i>alleghaniensis</i>,VARIETY,Betulaceae,4688.0,Betula,2875008.0,Betula alleghaniensis,5331779.0,88,EXACT,3,3,Betula alleghaniensis alleghaniensis,Betula,Betula,Betula
Yucca neomexicana,2775786,Yucca neomexicana,<i>Yucca</i> <i>neomexicana</i> Wooton & Standl.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca neomexicana,2775786.0,100,EXACT,2,2,Yucca neomexicana,Yucca,Yucca,Yucca
Fragaria orientalis,3029834,Fragaria orientalis,<i>Fragaria</i> <i>orientalis</i> Losinsk.,SPECIES,Rosaceae,5015.0,Fragaria,3029779.0,Fragaria orientalis,3029834.0,100,EXACT,2,2,Fragaria orientalis,Fragaria,Fragaria,Fragaria
Yucca baccata,2775788,Yucca baccata,<i>Yucca</i> <i>baccata</i> Torr.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca baccata,2775788.0,100,EXACT,2,2,Yucca baccata,Yucca,Yucca,Yucca
Persicaria perfoliata,4033648,Persicaria perfoliata,<i>Persicaria</i> <i>perfoliata</i> (L.) H.Gross,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria perfoliata,4033648.0,100,EXACT,2,2,Persicaria perfoliata,Persicaria,Persicaria,Persicaria
Claytonia rubra,3084740,Claytonia rubra,<i>Claytonia</i> <i>rubra</i> (Howell) Tidestr.,SPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia rubra,3084740.0,100,EXACT,2,2,Claytonia rubra,Claytonia,Claytonia,Claytonia
Quercus vacciniifolia,10918497,Quercus vacciniifolia,<i>Quercus</i> <i>vacciniifolia</i> Hittell,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus vacciniifolia,10918497.0,99,EXACT,2,2,Quercus vacciniifolia,Quercus,Quercus,Quercus
Yucca flaccida,2775530,Yucca flaccida,<i>Yucca</i> <i>flaccida</i> Haw.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca flaccida,2775530.0,100,EXACT,2,2,Yucca flaccida,Yucca,Yucca,Yucca
Prunus serotina eximia,3021900,Prunus serotina eximia,<i>Prunus</i> <i>serotina</i> var. <i>eximia</i> (Small) Little,VARIETY,Rosaceae,5015.0,Prunus,3020559.0,Prunus serotina,3021850.0,85,EXACT,3,3,Prunus serotina eximia,Prunus,Prunus,Prunus
Phlox pilosa ozarkana,6394534,Phlox pilosa ozarkana,<i>Phlox</i> <i>pilosa</i> subsp. <i>ozarkana</i> (Wherry) Wherry,SUBSPECIES,Polemoniaceae,6648.0,Phlox,2927698.0,Phlox pilosa,2927734.0,85,EXACT,3,3,Phlox pilosa ozarkana,Phlox,Phlox,Phlox
Cirsium flodmanii,3113498,Cirsium flodmanii,<i>Cirsium</i> <i>flodmanii</i> (Rydb.) Arthur,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium flodmanii,3113498.0,100,EXACT,2,2,Cirsium flodmanii,Cirsium,Cirsium,Cirsium
Quercus graciliformis,2878143,Quercus graciliformis,<i>Quercus</i> <i>graciliformis</i> C.H.Mull.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus canbyi,2878132.0,100,EXACT,2,2,Quercus graciliformis,Quercus,Quercus,Quercus
Stellaria humifusa,5384598,Stellaria humifusa,<i>Stellaria</i> <i>humifusa</i> Rottb.,SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria humifusa,5384598.0,99,EXACT,2,2,Stellaria humifusa,Stellaria,Stellaria,Stellaria
Quercus cedrosensis,2880835,Quercus cedrosensis,<i>Quercus</i> <i>cedrosensis</i> C.H.Mull.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus cedrosensis,2880835.0,100,EXACT,2,2,Quercus cedrosensis,Quercus,Quercus,Quercus
Fallopia dumetorum,6391446,Fallopia dumetorum,<i>Fallopia</i> <i>dumetorum</i> (L.) Holub,SPECIES,Polygonaceae,2416.0,Fallopia,2889418.0,Fallopia dumetorum,6391446.0,100,EXACT,2,2,Fallopia dumetorum,Fallopia,Fallopia,Fallopia
Quercus × columnaris,2881571,Quercus columnaris,<i>Quercus</i> × <i>columnaris</i> Laughlin,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus columnaris,2881571.0,100,EXACT,3,2,Quercus columnaris,Quercus,Quercus,Quercus
Rumex acetosella angiocarpus,9630289,Rumex acetosella angiocarpus,<i>Rumex</i> <i>acetosella</i> subsp. <i>angiocarpus</i> (Murb.) Murb.,SUBSPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex acetosella,2888995.0,85,EXACT,3,3,Rumex acetosella angiocarpus,Rumex,Rumex,Rumex
Crataegus douglasii,3013580,Crataegus douglasii,<i>Crataegus</i> <i>douglasii</i> Lindl.,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus douglasii,3013580.0,99,EXACT,2,2,Crataegus douglasii,Crataegus,Crataegus,Crataegus
Rumex stenophyllus,2889023,Rumex stenophyllus,<i>Rumex</i> <i>stenophyllus</i> Ledeb.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex stenophyllus,2889023.0,99,EXACT,2,2,Rumex stenophyllus,Rumex,Rumex,Rumex
Ceanothus cyaneus,3039381,Ceanothus cyaneus,<i>Ceanothus</i> <i>cyaneus</i> Eastw.,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus cyaneus,3039381.0,99,EXACT,2,2,Ceanothus cyaneus,Ceanothus,Ceanothus,Ceanothus
Rhus trilobata pilosissima,3659701,Rhus trilobata pilosissima,<i>Rhus</i> <i>trilobata</i> var. <i>pilosissima</i> Engl.,VARIETY,Anacardiaceae,2398.0,Rhus,3190534.0,Rhus trilobata,3190562.0,88,EXACT,3,3,Rhus trilobata pilosissima,Rhus,Rhus,Rhus
Pinus pinaster,5285565,Pinus pinaster,<i>Pinus</i> <i>pinaster</i> Aiton,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus pinaster,5285565.0,99,EXACT,2,2,Pinus pinaster,Pinus,Pinus,Pinus
Allium schoenoprasum schoenoprasum,6448925,Allium schoenoprasum schoenoprasum,<i>Allium</i> <i>schoenoprasum</i> var. <i>schoenoprasum</i>,VARIETY,Amaryllidaceae,7682.0,Allium,9624496.0,Allium schoenoprasum,2855860.0,84,EXACT,3,3,Allium schoenoprasum schoenoprasum,Allium,Allium,Allium
Ribes cereum colubrinum,4194520,Ribes cereum colubrinum,<i>Ribes</i> <i>cereum</i> var. <i>colubrinum</i> C.L.Hitchc.,VARIETY,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes cereum,2986127.0,88,EXACT,3,3,Ribes cereum colubrinum,Ribes,Ribes,Ribes
Acer negundo texanum,3768436,Acer negundo texanum,<i>Acer</i> <i>negundo</i> var. <i>texanum</i> Pax,VARIETY,Sapindaceae,6657.0,Acer,3189834.0,Acer negundo,3189866.0,88,EXACT,3,3,Acer negundo texanum,Acer,Acer,Acer
Crataegus texana,3014602,Crataegus texana,<i>Crataegus</i> <i>texana</i> Buckley,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus texana,3014602.0,100,EXACT,2,2,Crataegus texana,Crataegus,Crataegus,Crataegus
Rubus odoratus odoratus,7220171,Rubus odoratus odoratus,<i>Rubus</i> <i>odoratus</i> f. <i>odoratus</i>,FORM,Rosaceae,5015.0,Rubus,2988638.0,Rubus odoratus,2994912.0,85,EXACT,3,3,Rubus odoratus odoratus,Rubus,Rubus,Rubus
Viola inconspicua,7296357,Viola inconspicua,<i>Viola</i> <i>inconspicua</i> Blume,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola inconspicua,7296357.0,100,EXACT,2,2,Viola inconspicua,Viola,Viola,Viola
Nuphar lutea,7551339,Nuphar lutea,<i>Nuphar</i> <i>lutea</i> (L.) Sibth. & Sm.,SPECIES,Nymphaeaceae,2423.0,Nuphar,2882408.0,Nuphar lutea,7551339.0,100,EXACT,2,2,Nuphar lutea,Nuphar,Nuphar,Nuphar
Cirsium texanum,3113276,Cirsium texanum,<i>Cirsium</i> <i>texanum</i> Buckley,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium texanum,3113276.0,100,EXACT,2,2,Cirsium texanum,Cirsium,Cirsium,Cirsium
Galinsoga quadriradiata,8298495,Galinsoga quadriradiata,<i>Galinsoga</i> <i>quadriradiata</i> Ruiz & Pav.,SPECIES,Asteraceae,3065.0,Galinsoga,3132547.0,Galinsoga quadriradiata,8298495.0,99,EXACT,2,2,Galinsoga quadriradiata,Galinsoga,Galinsoga,Galinsoga
Trillium ovatum,2742413,Trillium ovatum,<i>Trillium</i> <i>ovatum</i> Pursh,SPECIES,Melanthiaceae,7700.0,Trillium,2742182.0,Trillium ovatum,2742413.0,100,EXACT,2,2,Trillium ovatum,Trillium,Trillium,Trillium
Prunella vulgaris lanceolata,8071829,Prunella vulgaris lanceolata,<i>Prunella</i> <i>vulgaris</i> subsp. <i>lanceolata</i> (W.P.C.Barton) Piper & Beattie,SUBSPECIES,Lamiaceae,2497.0,Prunella,2926553.0,Prunella vulgaris,5341297.0,85,EXACT,3,3,Prunella vulgaris lanceolata,Prunella,Prunella,Prunella
Ribes wolfii,2986125,Ribes wolfii,<i>Ribes</i> <i>wolfii</i> Rothr.,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes wolfii,2986125.0,100,EXACT,2,2,Ribes wolfii,Ribes,Ribes,Ribes
Salicornia maritima,5383953,Salicornia maritima,<i>Salicornia</i> <i>maritima</i> S.L.Wolff & Jefferies,SPECIES,Amaranthaceae,3064.0,Salicornia,3083796.0,Salicornia maritima,5383953.0,100,EXACT,2,2,Salicornia maritima,Salicornia,Salicornia,Salicornia
Oxalis illinoensis,2891658,Oxalis illinoensis,<i>Oxalis</i> <i>illinoensis</i> Schwegman,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis illinoensis,2891658.0,100,EXACT,2,2,Oxalis illinoensis,Oxalis,Oxalis,Oxalis
Rubus vermontanus,2989749,Rubus vermontanus,<i>Rubus</i> <i>vermontanus</i> Blanch.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus vermontanus,2989749.0,100,EXACT,2,2,Rubus vermontanus,Rubus,Rubus,Rubus
Nuphar ulvacea,3697657,Nuphar ulvacea,<i>Nuphar</i> <i>ulvacea</i> (G.S.Mill. & Standl.) Standl.,SPECIES,Nymphaeaceae,2423.0,Nuphar,2882408.0,Nuphar advena,6434985.0,100,EXACT,2,2,Nuphar ulvacea,Nuphar,Nuphar,Nuphar
Pinus resinosa,5285067,Pinus resinosa,<i>Pinus</i> <i>resinosa</i> Aiton,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus resinosa,5285067.0,99,EXACT,2,2,Pinus resinosa,Pinus,Pinus,Pinus
Erythronium americanum harperi,2752816,Erythronium americanum harperi,<i>Erythronium</i> <i>americanum</i> subsp. <i>harperi</i> (W.Wolf) C.R.Parks & Hardin,SUBSPECIES,Liliaceae,7699.0,Erythronium,2740136.0,Erythronium americanum,2752815.0,88,EXACT,3,3,Erythronium americanum harperi,Erythronium,Erythronium,Erythronium
Cirsium vinaceum,3113117,Cirsium vinaceum,<i>Cirsium</i> <i>vinaceum</i> (Wooton & Standl.) Wooton & Standl.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium vinaceum,3113117.0,99,EXACT,2,2,Cirsium vinaceum,Cirsium,Cirsium,Cirsium
Allium ampeloprasum ampeloprasum,4270245,Allium ampeloprasum ampeloprasum,<i>Allium</i> <i>ampeloprasum</i> var. <i>ampeloprasum</i>,VARIETY,Amaryllidaceae,7682.0,Allium,9624496.0,Allium ampeloprasum,2856037.0,85,EXACT,3,3,Allium ampeloprasum ampeloprasum,Allium,Allium,Allium
Plantago maritima maritima,7303135,Plantago maritima maritima,<i>Plantago</i> <i>maritima</i> subsp. <i>maritima</i>,SUBSPECIES,Plantaginaceae,2420.0,Plantago,3189695.0,Plantago maritima,3189755.0,85,EXACT,3,3,Plantago maritima maritima,Plantago,Plantago,Plantago
Lathyrus palustris pilosus,5356413,Lathyrus palustris pilosus,<i>Lathyrus</i> <i>palustris</i> subsp. <i>pilosus</i> (Cham.) Hultén,SUBSPECIES,Fabaceae,5386.0,Lathyrus,10356062.0,Lathyrus palustris,5356412.0,84,EXACT,3,3,Lathyrus palustris pilosus,Lathyrus,Lathyrus,Lathyrus
Rubus revealii,11161997,Rubus revealii,<i>Rubus</i> <i>revealii</i> A.Beek & Widrl.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus revealii,11161997.0,100,EXACT,2,2,Rubus revealii,Rubus,Rubus,Rubus
Ribes menziesii ixoderme,4194454,Ribes menziesii ixoderme,<i>Ribes</i> <i>menziesii</i> var. <i>ixoderme</i> Quick,VARIETY,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes menziesii,2986187.0,88,EXACT,3,3,Ribes menziesii ixoderme,Ribes,Ribes,Ribes
Rhus trilobata,3190562,Rhus trilobata,<i>Rhus</i> <i>trilobata</i> Nutt.,SPECIES,Anacardiaceae,2398.0,Rhus,3190534.0,Rhus trilobata,3190562.0,100,EXACT,2,2,Rhus trilobata,Rhus,Rhus,Rhus
Allium haematochiton,2857741,Allium haematochiton,<i>Allium</i> <i>haematochiton</i> S.Watson,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium haematochiton,2857741.0,100,EXACT,2,2,Allium haematochiton,Allium,Allium,Allium
Vitis rupestris,5372398,Vitis rupestris,<i>Vitis</i> <i>rupestris</i> Scheele,SPECIES,Vitaceae,6672.0,Vitis,7467468.0,Vitis rupestris,5372398.0,100,EXACT,2,2,Vitis rupestris,Vitis,Vitis,Vitis
Astragalus crassicarpus crassicarpus,5343645,Astragalus crassicarpus crassicarpus,<i>Astragalus</i> <i>crassicarpus</i> var. <i>crassicarpus</i>,VARIETY,Fabaceae,5386.0,Astragalus,2933951.0,Astragalus crassicarpus,5343637.0,88,EXACT,3,3,Astragalus crassicarpus crassicarpus,Astragalus,Astragalus,Astragalus
Rumex crassus,4271172,Rumex crassus,<i>Rumex</i> <i>crassus</i> Rech.fil.,SPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex crassus,4271172.0,100,EXACT,2,2,Rumex crassus,Rumex,Rumex,Rumex
Erythronium taylorii,2752848,Erythronium taylorii,<i>Erythronium</i> <i>taylorii</i> Shevock & G.A.Allen,SPECIES,Liliaceae,7699.0,Erythronium,2740136.0,Erythronium taylorii,2752848.0,100,EXACT,2,2,Erythronium taylorii,Erythronium,Erythronium,Erythronium
Pinus canariensis,5285243,Pinus canariensis,<i>Pinus</i> <i>canariensis</i> C.Sm.,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus canariensis,5285243.0,99,EXACT,2,2,Pinus canariensis,Pinus,Pinus,Pinus
Ribes aureum villosum,4194303,Ribes aureum villosum,<i>Ribes</i> <i>aureum</i> var. <i>villosum</i> DC.,VARIETY,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes aureum,2986111.0,85,EXACT,3,3,Ribes aureum villosum,Ribes,Ribes,Ribes
Crataegus margaretta,9029215,Crataegus margaretta,<i>Crataegus</i> <i>margaretta</i> Ashe,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus margaretta,9029215.0,100,EXACT,2,2,Crataegus margaretta,Crataegus,Crataegus,Crataegus
Ceanothus pendletonensis,9682509,Ceanothus pendletonensis,"<i>Ceanothus</i> <i>pendletonensis</i> D.O.Burge, Rebman & M.R.Mulligan",SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus pendletonensis,9682509.0,100,EXACT,2,2,Ceanothus pendletonensis,Ceanothus,Ceanothus,Ceanothus
Allium dichlamydeum,2857412,Allium dichlamydeum,<i>Allium</i> <i>dichlamydeum</i> Greene,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium dichlamydeum,2857412.0,100,EXACT,2,2,Allium dichlamydeum,Allium,Allium,Allium
Viola hirsutula,5331320,Viola hirsutula,<i>Viola</i> <i>hirsutula</i> Brainerd,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola hirsutula,5331320.0,100,EXACT,2,2,Viola hirsutula,Viola,Viola,Viola
Claytonia cordifolia,3084737,Claytonia cordifolia,<i>Claytonia</i> <i>cordifolia</i> S.Watson,SPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia cordifolia,3084737.0,100,EXACT,2,2,Claytonia cordifolia,Claytonia,Claytonia,Claytonia
Oxalis colorea,3628358,Oxalis colorea,<i>Oxalis</i> <i>colorea</i> (Small) Fedde,SPECIES,Oxalidaceae,6697.0,Oxalis,2891642.0,Oxalis colorea,3628358.0,99,EXACT,2,2,Oxalis colorea,Oxalis,Oxalis,Oxalis
Quercus acerifolia,10998168,Quercus acerifolia,<i>Quercus</i> <i>acerifolia</i> (E.J.Palmer) Stoynoff & W.J.Hess ex R.J.Jensen,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus acerifolia,10998168.0,99,EXACT,2,2,Quercus acerifolia,Quercus,Quercus,Quercus
Monarda clinopodioides,5341415,Monarda clinopodioides,<i>Monarda</i> <i>clinopodioides</i> A.Gray,SPECIES,Lamiaceae,2497.0,Monarda,2926838.0,Monarda clinopodioides,5341415.0,100,EXACT,2,2,Monarda clinopodioides,Monarda,Monarda,Monarda
Persicaria chinensis,4036385,Persicaria chinensis,<i>Persicaria</i> <i>chinensis</i> (L.) H.Gross,SPECIES,Polygonaceae,2416.0,Persicaria,6390748.0,Persicaria chinensis,4036385.0,99,EXACT,2,2,Persicaria chinensis,Persicaria,Persicaria,Persicaria
